url_length,hostname_length,path_length,query_length,num_dots,num_hyphens,num_digits,num_special_chars,num_subdomains,has_ip_address,has_at_symbol,has_https,has_punycode,has_port,path_depth,query_param_count,digit_ratio,uppercase_ratio,entropy,has_suspicious_token,has_safe_token,has_login_token,has_verify_token,has_password_token,suspicious_tld,uses_shortener_like_domain,has_double_slash_in_path,url,label
101.0,49.0,11.0,33.0,4.0,2.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0297029702970297,0.0,4.70139047905095,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,http://nuxjxznbjx.confirm.account.confirm-docs-848.click/reset/docs?redirect=company&token=xnylsqgdnp,1
63.0,40.0,15.0,0.0,4.0,2.0,3.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.047619047619047616,0.0,4.586030074424607,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,https://umya.verify.secure.unlock-secure-687.zip/update/billing,1
41.0,25.0,8.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.161953223919209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.research-platform.net/pricing,0
20.0,12.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5841837197791886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.docs.edu,0
87.0,36.0,8.0,34.0,3.0,2.0,3.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.034482758620689655,0.0,4.429474714648541,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,https://secure.auth.update-account-181.click/account?redirect=research&token=ptjibxxxnx,1
33.0,25.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.081532376606413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.finance-community.com,0
35.0,18.0,9.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.914159445145514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.docs-cloud.gov/products,0
26.0,12.0,6.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.796217602590055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.docs.net/about,0
95.0,27.0,15.0,45.0,3.0,2.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.021052631578947368,0.0,4.733418930384863,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,http://auth.auth.auth-signin-38.cf/verify/billing?redirect=learning&token=spkscxwekrzdapkryslum,1
104.0,41.0,16.0,39.0,4.0,2.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.028846153846153848,0.0,4.8600806176257185,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,http://ujwl.account.verify.signin-example-135.gq/secure/yfgazwlj?redirect=support&token=cwzrqqbucugzllgn,1
51.0,13.0,31.0,0.0,3.0,0.0,10.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.19607843137254902,0.0,4.625678714809651,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,http://175.141.34.93/password/billing/zcqzgjocrycpt,1
23.0,16.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82790978214397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.news-hub.org,0
23.0,15.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7950885863977324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.service.com,0
18.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7254805569978675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://example.io,0
101.0,37.0,19.0,37.0,3.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0297029702970297,0.0,4.857344438699594,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,http://verify.secure.billing-company-766.top/password/zubstevyb?redirect=example&token=xmgkqfacbcdwdy,1
102.0,47.0,8.0,39.0,4.0,2.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.029411764705882353,0.0,4.656357485365759,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,http://opyawe.update.verify.password-research-408.work/account?redirect=studio&token=fjhcufdfojomtbfex,1
101.0,35.0,15.0,43.0,3.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0297029702970297,0.0,4.552426305213158,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,http://signin.login.billing-billing-525.gq/secure/session?redirect=docs&token=pfahneqgmllituizuqialoj,1
106.0,35.0,22.0,41.0,3.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02830188679245283,0.0,4.747150592578113,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,http://auth.verify.confirm-research-654.pw/update/ekqjftgxouqfpk?redirect=studio&token=ntksokynogqatviuvaj,1
24.0,8.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.855388542207534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,http://news.org/products,0
91.0,13.0,32.0,38.0,3.0,0.0,10.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.10989010989010989,0.0,4.841892690816075,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,http://16.110.224.84/password/session/iazuyfvhbpjroy?redirect=company&token=witnlnezsizhcoy,1
80.0,13.0,14.0,44.0,3.0,0.0,10.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.125,0.0,4.731198332810095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://30.175.47.175/secure/access?redirect=health&token=uowxyhouxwadcemfjwsktu,1
109.0,11.0,8.0,34.0,5.0,2.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.027522935779816515,0.0,4.757236762201356,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,http://bidxizbajf.account.login.verify-support-295.top@support.edu/confirm?redirect=service&token=hispxbjageb,1
67.0,45.0,14.0,0.0,4.0,2.0,3.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.04477611940298507,0.0,4.469168019417609,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,https://ldbssb.account.account.support-example-981.gq/login/billing,1
101.0,8.0,15.0,36.0,4.0,2.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0297029702970297,0.0,4.570438092664803,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,http://confirm.auth.unlock-health-669.cf@news.net/confirm/access?redirect=health&token=irreiwyffnmgyt,1
37.0,24.0,5.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1548709329626305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.example-learning.gov/help,0
78.0,13.0,14.0,43.0,3.0,0.0,10.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1282051282051282,0.0,4.788043404510054,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://27.157.58.150/update/signin?redirect=support&token=sqrnkimkpxobpsqgvbfb,1
51.0,15.0,0.0,27.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.25028171426599,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.support.net?ref=community&source=studio,0
56.0,10.0,10.0,27.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.327107547243657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://studio.edu/blog/docs?ref=learning&source=service,0
51.0,15.0,0.0,27.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.3588230192324575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.service.com?ref=learning&source=support,0
61.0,12.0,8.0,33.0,3.0,0.0,9.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.14754098360655737,0.0,4.729356804527732,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://93.71.100.49/confirm?redirect=cloud&token=drrjlewbbkrv,1
16.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202819531114783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://news.net,0
78.0,12.0,22.0,36.0,3.0,0.0,9.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.11538461538461539,0.0,4.738132386887113,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://160.191.6.62/update/verify/ttjmiux?redirect=finance&token=klpuulwexznaa,1
67.0,34.0,25.0,0.0,3.0,2.0,3.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.04477611940298507,0.0,4.527378982550298,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,https://signin.verify.update-update-293.gq/login/access/lopflqntamp,1
110.0,34.0,21.0,47.0,3.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02727272727272727,0.0,4.689168348120095,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,http://unlock.verify.login-update-571.top/secure/eafcqiuqbazke?redirect=community&token=acstncqcbudevtdbddthbe,1
78.0,13.0,13.0,44.0,3.0,0.0,10.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1282051282051282,0.0,4.8668739763738635,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://200.64.193.91/login/xoyssy?redirect=portal&token=ocitxbpygmzyqfiuiyqoro,1
93.0,36.0,6.0,43.0,3.0,2.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.03225806451612903,0.0,4.632704779429024,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,http://verify.auth.account-password-152.top/reset?redirect=docs&token=opocrcwdeihvhvmlowbhwxv,1
23.0,15.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9690016298759936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.finance.gov,0
75.0,12.0,16.0,0.0,4.0,2.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.04,0.0,4.324219572438362,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,http://password.secure.signin-account-694.work@learning.net/account/session,1
48.0,14.0,0.0,25.0,2.0,0.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.041666666666666664,0.0,4.349874739988985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.docs67.edu?ref=service&source=health,0
66.0,44.0,15.0,0.0,4.0,2.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.045454545454545456,0.0,4.509784838825965,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,http://qdvlkvs.signin.account.auth-support-498.work/account/mhziri,1
93.0,36.0,9.0,40.0,3.0,2.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.03225806451612903,0.0,4.727398871903099,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://confirm.verify.secure-login-992.work/password?redirect=health&token=ajezwntlbfaazlieeb,1
102.0,37.0,22.0,35.0,3.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.029411764705882353,0.0,4.592317593447726,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,http://secure.auth.password-research-421.xyz/update/lsdeuxsepgvcps?redirect=support&token=ljwzapdagiul,1
60.0,34.0,19.0,0.0,3.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03333333333333333,0.0,4.4253263791155,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,http://secure.verify.verify-secure-12.top/password/wbuogpnac,1
50.0,11.0,5.0,25.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.239079570624174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://learning.io/blog?ref=portal&source=support,0
55.0,35.0,13.0,0.0,3.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03636363636363636,0.0,4.277195059830103,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,http://unlock.verify.verify-verify-40.work/login/verify,1
42.0,8.0,0.0,25.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.252453066090017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://news.net?ref=health&source=company,0
71.0,14.0,8.0,41.0,3.0,0.0,11.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.15492957746478872,0.0,4.730113492469876,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,http://165.135.19.154/confirm?redirect=docs&token=wlrbrdqnqnkqrlmcafiop,1
99.0,41.0,14.0,35.0,4.0,2.0,2.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.020202020202020204,0.0,4.753955075405389,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,https://jmzoedgy.auth.verify.verify-studio-23.zip/secure/verify?redirect=finance&token=kgujjkolxswc,1
92.0,42.0,7.0,34.0,4.0,2.0,3.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.03260869565217391,0.0,4.650975749808805,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,https://vahtvs.update.login.unlock-health-419.work/verify?redirect=service&token=vyjstrfkhtc,1
97.0,35.0,16.0,38.0,3.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.030927835051546393,0.0,4.726842321475248,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,http://verify.auth.signin-support-832.work/login/woasodzap?redirect=research&token=ferjvvmesirwyz,1
89.0,33.0,8.0,40.0,3.0,2.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.033707865168539325,0.0,4.799324897527772,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,http://support.secure.login-auth-852.xyz/confirm?redirect=news&token=hvhbyepkarkdgjbrehhu,1
51.0,37.0,6.0,0.0,3.0,2.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.058823529411764705,0.0,4.2378908427807085,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,https://update.secure.billing-research-313.gq/reset,1
27.0,19.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.060262039120378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://service-finance.org,0
27.0,12.0,8.0,0.0,3.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,4.180451390892102,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://50.89.252.16/confirm,1
99.0,38.0,7.0,45.0,4.0,2.0,3.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.030303030303030304,0.0,4.758059842643437,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,https://gnrz.verify.secure.auth-unlock-211.top/secure?redirect=community&token=ilfzayzpvuiswvxqvkpt,1
24.0,17.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,3.886842188131012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.finance88.edu,0
25.0,12.0,5.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.7532696895151076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.docs.org/blog,0
76.0,13.0,17.0,37.0,3.0,0.0,10.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.13157894736842105,0.0,4.7378201980421615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://228.49.34.254/account/gvvblegx?redirect=service&token=diaofvtnnszvoo,1
36.0,15.0,13.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.673416585305444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://news-center.net/help/contact,0
100.0,42.0,7.0,42.0,4.0,2.0,3.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.03,0.0,4.7650512268350145,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,https://jyaeu.unlock.account.auth-billing-844.work/verify?redirect=news&token=cqeiswipgfhotlxaxiirya,1
45.0,24.0,13.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.126832608213662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.health-community.net/contact/blog,0
35.0,8.0,20.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.014438730983426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,http://docs.gov/products/oclsaimnpn,0
19.0,11.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.471354487013929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.docs.io,0
28.0,20.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.110577243331643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://support-learning.com,0
87.0,13.0,28.0,38.0,3.0,0.0,10.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.11494252873563218,0.0,4.85944213501128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,http://119.237.197.4/reset/signin/xkfwbzflkzppzk?redirect=docs&token=rhefkjuwfkpbxnaepy,1
120.0,48.0,21.0,43.0,4.0,2.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.025,0.0,4.856564762130957,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,http://tfqxexac.confirm.login.password-unlock-315.click/update/biuzbianibtxf?redirect=news&token=vohnqdficoyqktjuyngcsow,1
35.0,27.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,4.3572958738405685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.community-learning30.io,0
32.0,19.0,5.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.179229296672174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.company-hub.net/blog,0
42.0,19.0,15.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.177566232096525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.studio-docs.net/pricing/egaugy,0
16.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202819531114783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://news.net,0
118.0,11.0,16.0,34.0,5.0,2.0,3.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.025423728813559324,0.0,4.665387308589581,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,http://dtqkobiv.support.secure.support-password-716.xyz@example.gov/secure/password?redirect=support&token=wuvgkcebbvh,1
37.0,22.0,7.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.242576676147401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.portal-finance.com/ovasig,0
106.0,46.0,15.0,37.0,4.0,2.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02830188679245283,0.0,4.669703564474286,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,http://nmhileuk.unlock.account.account-verify-657.zip/confirm/signin?redirect=service&token=grhpjsvusszzrl,1
29.0,15.0,6.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06896551724137931,0.0,3.9952378913808873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.cloud42.com/about,0
33.0,17.0,8.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.104407755459851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.community.org/careers,0
35.0,19.0,8.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.900153016697712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://learning-portal.net/pricing,0
